,pref_name,station_cd,station_g_cd,station_name,post,add,lon,lat,open_ymd,close_ymd,e_status,x,y,line_name
126,北海道,1110428,1110428,萩野,059-0922,白老郡白老町字萩野,141.30603,42.521159,,,0,1413060.3,-425211.59,JR室蘭本線(長万部・室蘭～苫小牧)
127,北海道,1110429,1110429,白老,059-0904,白老郡白老町東町１丁目,141.360054,42.55474,,,0,1413600.54,-425547.4,JR室蘭本線(長万部・室蘭～苫小牧)
128,北海道,1110430,1110430,社台,059-0901,白老郡白老町字社台,141.417433,42.578682,,,0,1414174.33,-425786.82,JR室蘭本線(長万部・室蘭～苫小牧)
129,北海道,1110431,1110431,錦岡,059-1275,苫小牧市字錦岡,141.48722,42.6025,,,0,1414872.2,-426025.0,JR室蘭本線(長万部・室蘭～苫小牧)
130,北海道,1110432,1110432,糸井,053-0816,苫小牧市日吉町３丁目,141.546187,42.6225,,,0,1415461.87,-426225.0,JR室蘭本線(長万部・室蘭～苫小牧)
131,北海道,1110433,1110433,青葉,053-0807,苫小牧市青葉町１丁目,141.568278,42.62999,,,0,1415682.78,-426299.9,JR室蘭本線(長万部・室蘭～苫小牧)
132,北海道,1110434,1110434,苫小牧,053-0022,苫小牧市表町６丁目,141.596837,42.639665,,,0,1415968.37,-426396.65,JR室蘭本線(長万部・室蘭～苫小牧)
133,北海道,1110501,1110434,苫小牧,053-0022,苫小牧市表町６丁目,141.596837,42.639665,,,0,1415968.37,-426396.65,JR室蘭本線(苫小牧～岩見沢)
134,北海道,1110502,1110502,沼ノ端,059-1364,苫小牧市字沼ノ端,141.693132,42.672057,,,0,1416931.32,-426720.57,JR室蘭本線(苫小牧～岩見沢)
135,北海道,1110503,1110503,遠浅,059-1433,勇払郡安平町遠浅,141.769568,42.729533,,,0,1417695.68,-427295.33,JR室蘭本線(苫小牧～岩見沢)
136,北海道,1110504,1110504,早来,059-1501,勇払郡安平町早来大町,141.814106,42.765237,,,0,1418141.06,-427652.37,JR室蘭本線(苫小牧～岩見沢)
137,北海道,1110505,1110505,安平,059-1511,勇払郡安平町安平,141.825283,42.814007,,,0,1418252.83,-428140.07,JR室蘭本線(苫小牧～岩見沢)
138,北海道,1110506,1110506,追分,059-1931,勇払郡安平町追分中央,141.810678,42.873316,,,0,1418106.78,-428733.16,JR室蘭本線(苫小牧～岩見沢)
139,北海道,1110507,1110507,三川,069-1200,夕張郡由仁町三川,141.800778,42.945029,,,0,1418007.78,-429450.29,JR室蘭本線(苫小牧～岩見沢)
140,北海道,1110508,1110508,古山,069-1216,夕張郡由仁町字古山,141.793969,42.975256,,,0,1417939.69,-429752.56,JR室蘭本線(苫小牧～岩見沢)
141,北海道,1110509,1110509,由仁,069-1216,夕張郡由仁町古山,141.785868,43.012206,,,0,1417858.68,-430122.06,JR室蘭本線(苫小牧～岩見沢)
142,北海道,1110510,1110510,栗山,069-1511,夕張郡栗山町中央３丁目,141.775603,43.058164,,,0,1417756.03,-430581.64,JR室蘭本線(苫小牧～岩見沢)
143,北海道,1110511,1110511,栗丘,068-0134,岩見沢市栗沢町栗丘,141.744333,43.085444,,,0,1417443.33,-430854.44,JR室蘭本線(苫小牧～岩見沢)
144,北海道,1110512,1110512,栗沢,068-0127,岩見沢市栗沢町本町,141.739743,43.120367,,,0,1417397.43,-431203.67,JR室蘭本線(苫小牧～岩見沢)
145,北海道,1110513,1110513,志文,068-0841,岩見沢市志文本町１条４丁目,141.744443,43.158903,,,0,1417444.43,-431589.03,JR室蘭本線(苫小牧～岩見沢)
146,北海道,1110514,1110327,岩見沢,068-0034,岩見沢市有明町南,141.759359,43.204201,,,0,1417593.59,-432042.01,JR室蘭本線(苫小牧～岩見沢)
147,北海道,1110601,1110335,滝川,073-0031,滝川市栄町４丁目,141.900807,43.555278,,,0,1419008.07,-435552.78,JR根室本線(滝川～新得)
148,北海道,1110602,1110602,東滝川,073-0026,滝川市東滝川,141.98031,43.574037,,,0,1419803.1,-435740.37,JR根室本線(滝川～新得)
149,北海道,1110603,1110603,赤平,079-1134,赤平市泉町１丁目,142.048669,43.555144,,,0,1420486.69,-435551.44,JR根室本線(滝川～新得)
150,北海道,1110604,1110604,茂尻,079-1100,赤平市字茂尻町南２丁目,142.082156,43.537314,,,0,1420821.56,-435373.14,JR根室本線(滝川～新得)
151,北海道,1110605,1110605,平岸,079-1282,北海道赤平市平岸仲町１丁目,142.123872,43.541401,,,0,1421238.72,-435414.01,JR根室本線(滝川～新得)
152,北海道,1110606,1110606,芦別,075-0041,芦別市本町,142.184543,43.516636,,,0,1421845.43,-435166.36,JR根室本線(滝川～新得)
153,北海道,1110607,1110607,上芦別,079-1371,芦別市上芦別町,142.210855,43.48871,,,0,1422108.55,-434887.1,JR根室本線(滝川～新得)
154,北海道,1110608,1110608,野花南,079-1372,芦別市野花南町,142.261772,43.474418,,,0,1422617.72,-434744.18,JR根室本線(滝川～新得)
155,北海道,1110609,1110609,島ノ下,076-0036,富良野市字島ノ下,142.350406,43.3744,1913-11-10,2017-03-04,2,1423504.06,-433744.0,JR根室本線(滝川～新得)
156,北海道,1110610,1110610,富良野,076-0025,富良野市日の出町,142.391374,43.347114,,,0,1423913.74,-433471.14,JR根室本線(滝川～新得)
