line_cd,station_cd1,station_cd2,line_name,line_name_h,line_name_k,company_cd,company_name,company_name_h,company_name_k,company_name_r,company_type,company_url,e_status_x,e_status_y,has_station_data,lat,lon,rr_cd,station_cd1,station_cd2,zoom
11411,1141138,1141139,JR中央本線(名古屋～塩尻),JR中央本線(名古屋～塩尻),チュウオウホンセン,3,JR東海,東海旅客鉄道株式会社,ジェイアールトウカイ,JR東海,1,http://jr-central.co.jp/,0,0,True,35.6624711001,137.468491977,11,1141138,1141139,9
11411,1141139,1141140,JR中央本線(名古屋～塩尻),JR中央本線(名古屋～塩尻),チュウオウホンセン,3,JR東海,東海旅客鉄道株式会社,ジェイアールトウカイ,JR東海,1,http://jr-central.co.jp/,0,0,True,35.6624711001,137.468491977,11,1141139,1141140,9
11413,1141301,1141302,JR飯田線(豊橋～天竜峡),JR飯田線(豊橋～天竜峡),イイダセン,3,JR東海,東海旅客鉄道株式会社,ジェイアールトウカイ,JR東海,1,http://jr-central.co.jp/,0,0,True,35.1256479056,137.66894936,11,1141301,1141302,10
11413,1141302,1141303,JR飯田線(豊橋～天竜峡),JR飯田線(豊橋～天竜峡),イイダセン,3,JR東海,東海旅客鉄道株式会社,ジェイアールトウカイ,JR東海,1,http://jr-central.co.jp/,0,0,True,35.1256479056,137.66894936,11,1141302,1141303,10
11413,1141303,1141304,JR飯田線(豊橋～天竜峡),JR飯田線(豊橋～天竜峡),イイダセン,3,JR東海,東海旅客鉄道株式会社,ジェイアールトウカイ,JR東海,1,http://jr-central.co.jp/,0,0,True,35.1256479056,137.66894936,11,1141303,1141304,10
11413,1141304,1141305,JR飯田線(豊橋～天竜峡),JR飯田線(豊橋～天竜峡),イイダセン,3,JR東海,東海旅客鉄道株式会社,ジェイアールトウカイ,JR東海,1,http://jr-central.co.jp/,0,0,True,35.1256479056,137.66894936,11,1141304,1141305,10
11413,1141305,1141306,JR飯田線(豊橋～天竜峡),JR飯田線(豊橋～天竜峡),イイダセン,3,JR東海,東海旅客鉄道株式会社,ジェイアールトウカイ,JR東海,1,http://jr-central.co.jp/,0,0,True,35.1256479056,137.66894936,11,1141305,1141306,10
11413,1141306,1141307,JR飯田線(豊橋～天竜峡),JR飯田線(豊橋～天竜峡),イイダセン,3,JR東海,東海旅客鉄道株式会社,ジェイアールトウカイ,JR東海,1,http://jr-central.co.jp/,0,0,True,35.1256479056,137.66894936,11,1141306,1141307,10
11413,1141307,1141308,JR飯田線(豊橋～天竜峡),JR飯田線(豊橋～天竜峡),イイダセン,3,JR東海,東海旅客鉄道株式会社,ジェイアールトウカイ,JR東海,1,http://jr-central.co.jp/,0,0,True,35.1256479056,137.66894936,11,1141307,1141308,10
11413,1141308,1141309,JR飯田線(豊橋～天竜峡),JR飯田線(豊橋～天竜峡),イイダセン,3,JR東海,東海旅客鉄道株式会社,ジェイアールトウカイ,JR東海,1,http://jr-central.co.jp/,0,0,True,35.1256479056,137.66894936,11,1141308,1141309,10
11413,1141309,1141310,JR飯田線(豊橋～天竜峡),JR飯田線(豊橋～天竜峡),イイダセン,3,JR東海,東海旅客鉄道株式会社,ジェイアールトウカイ,JR東海,1,http://jr-central.co.jp/,0,0,True,35.1256479056,137.66894936,11,1141309,1141310,10
11413,1141310,1141311,JR飯田線(豊橋～天竜峡),JR飯田線(豊橋～天竜峡),イイダセン,3,JR東海,東海旅客鉄道株式会社,ジェイアールトウカイ,JR東海,1,http://jr-central.co.jp/,0,0,True,35.1256479056,137.66894936,11,1141310,1141311,10
11413,1141311,1141312,JR飯田線(豊橋～天竜峡),JR飯田線(豊橋～天竜峡),イイダセン,3,JR東海,東海旅客鉄道株式会社,ジェイアールトウカイ,JR東海,1,http://jr-central.co.jp/,0,0,True,35.1256479056,137.66894936,11,1141311,1141312,10
11413,1141312,1141313,JR飯田線(豊橋～天竜峡),JR飯田線(豊橋～天竜峡),イイダセン,3,JR東海,東海旅客鉄道株式会社,ジェイアールトウカイ,JR東海,1,http://jr-central.co.jp/,0,0,True,35.1256479056,137.66894936,11,1141312,1141313,10
11413,1141313,1141314,JR飯田線(豊橋～天竜峡),JR飯田線(豊橋～天竜峡),イイダセン,3,JR東海,東海旅客鉄道株式会社,ジェイアールトウカイ,JR東海,1,http://jr-central.co.jp/,0,0,True,35.1256479056,137.66894936,11,1141313,1141314,10
11413,1141314,1141315,JR飯田線(豊橋～天竜峡),JR飯田線(豊橋～天竜峡),イイダセン,3,JR東海,東海旅客鉄道株式会社,ジェイアールトウカイ,JR東海,1,http://jr-central.co.jp/,0,0,True,35.1256479056,137.66894936,11,1141314,1141315,10
11413,1141315,1141316,JR飯田線(豊橋～天竜峡),JR飯田線(豊橋～天竜峡),イイダセン,3,JR東海,東海旅客鉄道株式会社,ジェイアールトウカイ,JR東海,1,http://jr-central.co.jp/,0,0,True,35.1256479056,137.66894936,11,1141315,1141316,10
11413,1141316,1141317,JR飯田線(豊橋～天竜峡),JR飯田線(豊橋～天竜峡),イイダセン,3,JR東海,東海旅客鉄道株式会社,ジェイアールトウカイ,JR東海,1,http://jr-central.co.jp/,0,0,True,35.1256479056,137.66894936,11,1141316,1141317,10
11413,1141317,1141318,JR飯田線(豊橋～天竜峡),JR飯田線(豊橋～天竜峡),イイダセン,3,JR東海,東海旅客鉄道株式会社,ジェイアールトウカイ,JR東海,1,http://jr-central.co.jp/,0,0,True,35.1256479056,137.66894936,11,1141317,1141318,10
11413,1141318,1141319,JR飯田線(豊橋～天竜峡),JR飯田線(豊橋～天竜峡),イイダセン,3,JR東海,東海旅客鉄道株式会社,ジェイアールトウカイ,JR東海,1,http://jr-central.co.jp/,0,0,True,35.1256479056,137.66894936,11,1141318,1141319,10
11413,1141319,1141320,JR飯田線(豊橋～天竜峡),JR飯田線(豊橋～天竜峡),イイダセン,3,JR東海,東海旅客鉄道株式会社,ジェイアールトウカイ,JR東海,1,http://jr-central.co.jp/,0,0,True,35.1256479056,137.66894936,11,1141319,1141320,10
11413,1141320,1141321,JR飯田線(豊橋～天竜峡),JR飯田線(豊橋～天竜峡),イイダセン,3,JR東海,東海旅客鉄道株式会社,ジェイアールトウカイ,JR東海,1,http://jr-central.co.jp/,0,0,True,35.1256479056,137.66894936,11,1141320,1141321,10
11413,1141321,1141322,JR飯田線(豊橋～天竜峡),JR飯田線(豊橋～天竜峡),イイダセン,3,JR東海,東海旅客鉄道株式会社,ジェイアールトウカイ,JR東海,1,http://jr-central.co.jp/,0,0,True,35.1256479056,137.66894936,11,1141321,1141322,10
11413,1141322,1141323,JR飯田線(豊橋～天竜峡),JR飯田線(豊橋～天竜峡),イイダセン,3,JR東海,東海旅客鉄道株式会社,ジェイアールトウカイ,JR東海,1,http://jr-central.co.jp/,0,0,True,35.1256479056,137.66894936,11,1141322,1141323,10
11413,1141323,1141324,JR飯田線(豊橋～天竜峡),JR飯田線(豊橋～天竜峡),イイダセン,3,JR東海,東海旅客鉄道株式会社,ジェイアールトウカイ,JR東海,1,http://jr-central.co.jp/,0,0,True,35.1256479056,137.66894936,11,1141323,1141324,10
11413,1141324,1141325,JR飯田線(豊橋～天竜峡),JR飯田線(豊橋～天竜峡),イイダセン,3,JR東海,東海旅客鉄道株式会社,ジェイアールトウカイ,JR東海,1,http://jr-central.co.jp/,0,0,True,35.1256479056,137.66894936,11,1141324,1141325,10
11413,1141325,1141326,JR飯田線(豊橋～天竜峡),JR飯田線(豊橋～天竜峡),イイダセン,3,JR東海,東海旅客鉄道株式会社,ジェイアールトウカイ,JR東海,1,http://jr-central.co.jp/,0,0,True,35.1256479056,137.66894936,11,1141325,1141326,10
11413,1141326,1141327,JR飯田線(豊橋～天竜峡),JR飯田線(豊橋～天竜峡),イイダセン,3,JR東海,東海旅客鉄道株式会社,ジェイアールトウカイ,JR東海,1,http://jr-central.co.jp/,0,0,True,35.1256479056,137.66894936,11,1141326,1141327,10
